# target name                        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  sq len strand   E-value  score  bias  description of target
#                ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
NODE_558201_length_155_cov_3.807692  -          bacteria             -              648     801       1     155       1     155     155    +     2.4e-39  139.8   8.4  -
NODE_558137_length_156_cov_4.151899  -          bacteria             -              647     797       3     154       1     156     156    +     2.7e-39  139.6   7.3  -
NODE_35479_length_999_cov_6.066161   -          bacteria             -             1314    1515       1     205       1     214     999    +     4.6e-39  138.9   5.5  -
NODE_558290_length_153_cov_3.184211  -          bacteria             -              648     796       1     150       1     153     153    +       6e-39  138.5   8.3  -
NODE_523701_length_376_cov_1.688963  -          bacteria             -             1314    1515       1     204       1     212     376    +     6.5e-38  135.0   5.6  -
NODE_558246_length_154_cov_11.961039 -          bacteria             -              306     451       2     147       1     153     154    +     1.4e-37  134.0  10.6  -
NODE_558444_length_146_cov_6.014493  -          bacteria             -             1229    1372     145       1     146       1     146    -     2.5e-37  133.1   3.2  -
NODE_558174_length_155_cov_9.012821  -          bacteria             -             1258    1409       2     154       1     155     155    +       3e-37  132.9   4.1  -
NODE_558255_length_154_cov_5.000000  -          bacteria             -              759     907     153       1     154       1     154    -     4.8e-37  132.2   5.2  -
NODE_558428_length_147_cov_4.142857  -          bacteria             -             1227    1372       1     147       1     147     147    +     3.5e-36  129.3   3.1  -
NODE_557141_length_207_cov_22.830769 -          bacteria             -             1317    1514       1     200       1     206     207    +     6.8e-36  128.4   7.7  -
NODE_559015_length_125_cov_67.583333 -          bacteria             -              849     969     124       4     125       1     125    -     7.3e-36  128.3   5.3  -
NODE_556903_length_222_cov_5.862069  -          bacteria             -              113     302      30     221       9     222     222    +     1.5e-35  127.2   6.0  -
NODE_482000_length_388_cov_0.836013  -          bacteria             -              488     897     381      23     388       6     388    -     2.3e-35  126.6  14.9  -
NODE_559192_length_120_cov_8.093023  -          bacteria             -              835     954     120       1     120       1     120    -     3.9e-35  125.9   3.8  -
NODE_558800_length_133_cov_5.696429  -          bacteria             -             1256    1386       1     132       1     133     133    +     4.4e-35  125.7   1.5  -
NODE_558487_length_145_cov_3.132353  -          bacteria             -              757     897     145       1     145       1     145    -     3.1e-34  122.9   4.0  -
NODE_557965_length_164_cov_4.114943  -          bacteria             -              479     640       2     163       1     164     164    +     3.1e-34  122.9   7.9  -
NODE_558391_length_149_cov_10.763889 -          bacteria             -             1126    1274       1     149       1     149     149    +     4.1e-34  122.5   3.2  -
NODE_558969_length_127_cov_17.800000 -          bacteria             -             1256    1380       1     126       1     127     127    +     4.8e-34  122.2   2.2  -
NODE_558485_length_145_cov_15.176471 -          bacteria             -              757     897       1     145       1     145     145    +     5.9e-34  122.0   3.8  -
NODE_344244_length_439_cov_2.138122  -          bacteria             -               28     223     229       7     250       1     439    -       9e-34  121.3   2.5  -
NODE_558999_length_126_cov_8.836735  -          bacteria             -             1265    1389     126       1     126       1     126    -     1.1e-33  121.1   1.8  -
NODE_558541_length_143_cov_2.696970  -          bacteria             -             1182    1323       1     142       1     143     143    +     1.4e-33  120.7   2.8  -
NODE_558764_length_134_cov_5.403509  -          bacteria             -             1248    1379     134       2     134       1     134    -     1.5e-33  120.6   2.7  -
NODE_558574_length_142_cov_1.815385  -          bacteria             -              473     613     142       2     142       1     142    -     2.2e-33  120.0   3.9  -
NODE_558679_length_137_cov_17.666667 -          bacteria             -             1029    1164     137       1     137       1     137    -     1.6e-32  117.2   5.4  -
NODE_315724_length_454_cov_0.748011  -          bacteria             -              455     894     414       9     434       6     454    -     2.3e-32  116.7  14.6  -
NODE_558258_length_154_cov_4.480519  -          bacteria             -              218     355     138       1     153       1     154    -     2.4e-32  116.6  10.1  -
NODE_559000_length_126_cov_4.530612  -          bacteria             -             1245    1371     126       1     126       1     126    -     3.4e-32  116.1   0.8  -
NODE_559512_length_112_cov_31.742857 -          bacteria             -              851     962     112       1     112       1     112    -     4.3e-32  115.8   5.2  -
NODE_557311_length_200_cov_1.390244  -          bacteria             -              165     341       2     200       1     200     200    +     7.1e-32  115.1   5.7  -
NODE_559215_length_119_cov_93.642857 -          bacteria             -              821     937     118       2     119       1     119    -     8.8e-32  114.7   4.1  -
NODE_559111_length_122_cov_4.488889  -          bacteria             -              290     409       2     121       1     122     122    +     1.5e-31  113.9   8.2  -
NODE_45191_length_913_cov_4.093301   -          bacteria             -             1336    1515     912     731     913     722     913    -       2e-31  113.5   6.8  -
NODE_559001_length_126_cov_4.122449  -          bacteria             -             1248    1372     126       1     126       1     126    -     4.6e-31  112.4   1.7  -
NODE_559104_length_122_cov_24.733333 -          bacteria             -              862     972     122      12     122       2     122    -     9.2e-31  111.4   3.9  -
NODE_556544_length_252_cov_3.680000  -          bacteria             -             1339    1515     252      76     252      68     252    -     1.1e-30  111.1   7.9  -
NODE_218658_length_520_cov_1.063205  -          bacteria             -               28     199     282     468     261     493     520    +     1.6e-30  110.6   3.1  -
NODE_559833_length_104_cov_13.518519 -          bacteria             -              851     954     104       1     104       1     104    -     1.8e-30  110.4   4.5  -
NODE_558112_length_157_cov_3.975000  -          bacteria             -              487     642     157       2     157       1     157    -     1.9e-30  110.3   6.1  -
NODE_559299_length_118_cov_3.634146  -          bacteria             -              319     436       1     118       1     118     118    +     3.9e-30  109.3   8.0  -
NODE_557606_length_185_cov_1.333333  -          bacteria             -             1339    1514       3     180       1     185     185    +     4.2e-30  109.2   6.9  -
NODE_557705_length_179_cov_3.156863  -          bacteria             -             1342    1514     179       7     179       2     179    -     5.2e-30  108.9   5.0  -
NODE_558741_length_135_cov_7.086207  -          bacteria             -             1066    1200     135       1     135       1     135    -     6.8e-30  108.5   3.4  -
NODE_177483_length_562_cov_3.041237  -          bacteria             -               43     335     251     556     226     561     562    +     1.2e-29  107.7   6.2  -
NODE_331473_length_446_cov_0.634146  -          bacteria             -              759    1224     446       2     446       1     446    -     1.4e-29  107.4  18.0  -
NODE_558180_length_155_cov_7.833333  -          bacteria             -              413     543     155       1     155       1     155    -     4.8e-29  105.7   3.3  -
NODE_558254_length_154_cov_5.168831  -          bacteria             -              490     642       1     153       1     154     154    +       5e-29  105.6   6.7  -
NODE_560002_length_102_cov_4.080000  -          bacteria             -              851     952     102       1     102       1     102    -     5.6e-29  105.5   5.7  -
NODE_558939_length_128_cov_2.549020  -          bacteria             -              487     613       1     127       1     128     128    +     1.8e-28  103.8   4.7  -
NODE_559324_length_117_cov_5.750000  -          bacteria             -             1258    1372     116       1     117       1     117    -     2.8e-28  103.1   1.9  -
NODE_559088_length_123_cov_6.086957  -          bacteria             -              459     580       2     123       1     123     123    +     1.1e-27  101.2   4.9  -
NODE_558162_length_155_cov_14.961538 -          bacteria             -              379     508     154       1     155       1     155    -     1.4e-27  100.8   6.8  -
NODE_560397_length_96_cov_8.736842   -          bacteria             -              859     954       1      96       1      96      96    +       3e-27   99.7   4.6  -
NODE_559667_length_108_cov_59.935484 -          bacteria             -              270     376       2     108       1     108     108    +     7.5e-27   98.4   6.9  -
NODE_559168_length_121_cov_9.977273  -          bacteria             -              338     451       1     114       1     120     121    +     1.1e-26   97.9   6.7  -
NODE_558677_length_137_cov_24.300000 -          bacteria             -              880    1010     137       6     137       1     137    -     1.7e-26   97.3   3.2  -
NODE_557864_length_170_cov_2.731183  -          bacteria             -             1343    1506     170       4     170       1     170    -     4.1e-26   96.0   6.5  -
NODE_559943_length_103_cov_18.961538 -          bacteria             -             1271    1372       1     103       1     103     103    +     1.2e-25   94.4   1.7  -
NODE_559701_length_107_cov_4.666667  -          bacteria             -              330     435       1     106       1     107     107    +     8.8e-25   91.6   7.7  -
NODE_559166_length_121_cov_41.227273 -          bacteria             -              642     759       2     120       1     121     121    +     1.4e-24   90.9  10.0  -
NODE_560679_length_93_cov_35.500000  -          bacteria             -              834     926       1      93       1      93      93    +     1.9e-24   90.4   2.9  -
NODE_559999_length_102_cov_5.240000  -          bacteria             -              824     924     101       1     102       1     102    -     2.4e-24   90.1   7.4  -
NODE_559691_length_107_cov_39.200000 -          bacteria             -              300     406       1     107       1     107     107    +     2.8e-24   89.9   9.4  -
NODE_560240_length_98_cov_3.619048   -          bacteria             -             1276    1372       1      98       1      98      98    +     4.8e-24   89.1   1.2  -
NODE_558507_length_144_cov_9.805970  -          bacteria             -              608     744       6     143       1     144     144    +     6.6e-24   88.7  13.8  -
NODE_559218_length_119_cov_20.666667 -          bacteria             -              646     762       2     119       1     119     119    +     7.3e-24   88.5   7.4  -
NODE_560181_length_99_cov_4.090909   -          bacteria             -              463     560       2      99       1      99      99    +     1.3e-23   87.7   2.7  -
NODE_559217_length_119_cov_22.976190 -          bacteria             -             1086    1202       2     119       1     119     119    +     1.5e-23   87.4   1.8  -
NODE_561162_length_87_cov_9.700000   -          bacteria             -              868     954      87       1      87       1      87    -     1.6e-23   87.4   3.2  -
NODE_559329_length_117_cov_3.475000  -          bacteria             -             1228    1342     116       1     117       1     117    -     1.7e-23   87.3   3.2  -
NODE_3594_length_2446_cov_2.862389   -          bacteria             -               44     300    2177    2446    2156    2446    2446    +     2.2e-23   86.9   2.9  -
NODE_560450_length_95_cov_9.222222   -          bacteria             -             1012    1102       2      92       1      95      95    +     4.4e-23   85.9   3.0  -
NODE_561254_length_86_cov_4.777778   -          bacteria             -              859     944       1      86       1      86      86    +     5.3e-23   85.7   4.4  -
NODE_558111_length_157_cov_4.125000  -          bacteria             -               42     180       1     153       1     157     157    +     5.4e-23   85.6   7.1  -
NODE_558664_length_138_cov_3.229508  -          bacteria             -              504     640       1     137       1     138     138    +       7e-23   85.3   7.7  -
NODE_558122_length_157_cov_2.575000  -          bacteria             -               42     180       1     153       1     157     157    +     9.6e-23   84.8   7.6  -
NODE_560451_length_95_cov_8.666667   -          bacteria             -             1012    1102      94       4      95       1      95    -     9.9e-23   84.8   3.3  -
NODE_560361_length_97_cov_5.550000   -          bacteria             -              459     553       2      96       1      97      97    +     1.6e-22   84.1   2.9  -
NODE_560683_length_93_cov_9.062500   -          bacteria             -              290     380      92       2      93       1      93    -     2.2e-22   83.6   5.5  -
NODE_559360_length_116_cov_2.512821  -          bacteria             -              405     515       1     116       1     116     116    +     2.4e-22   83.5   3.2  -
NODE_190197_length_548_cov_1.076433  -          bacteria             -              530     958     539      68     546      47     548    -     6.4e-22   82.1  16.0  -
NODE_558760_length_134_cov_15.421053 -          bacteria             -               36     151       6     133       1     134     134    +     8.3e-22   81.7   4.1  -
NODE_84343_length_730_cov_2.601838   -          bacteria             -             1361    1514       1     154       1     164     730    +     1.1e-21   81.3   3.1  -
NODE_559514_length_112_cov_14.171429 -          bacteria             -              723     828     112       3     112       1     112    -     2.3e-21   80.2   4.5  -
NODE_560441_length_95_cov_15.388889  -          bacteria             -              270     363      94       1      95       1      95    -     2.9e-21   79.9   7.4  -
NODE_628_length_5266_cov_2.970707    -          bacteria             -               44     280     255       6     276       1    5266    -       3e-21   79.8   1.3  -
NODE_560070_length_101_cov_3.041667  -          bacteria             -             1313    1410     101       3     101       1     101    -     1.2e-20   77.9   4.2  -
NODE_122987_length_640_cov_2.291297  -          bacteria             -               44     280     255       6     276       1     640    -     1.7e-20   77.4   1.9  -
NODE_470594_length_391_cov_1.391720  -          bacteria             -             1356    1515       1     162       1     171     391    +     1.9e-20   77.2   9.7  -
NODE_559531_length_112_cov_1.571429  -          bacteria             -              219     327     109       1     112       1     112    -     1.9e-20   77.2   6.5  -
NODE_561581_length_83_cov_17.166667  -          bacteria             -             1010    1087      79       2      83       1      83    -       2e-20   77.1   2.2  -
NODE_561226_length_86_cov_12.222222  -          bacteria             -              321     406       1      86       1      86      86    +     2.2e-20   77.0   4.8  -
NODE_558742_length_135_cov_4.517241  -          bacteria             -              569     701       3     135       1     135     135    +     2.6e-20   76.8   4.9  -
NODE_561626_length_83_cov_5.666667   -          bacteria             -             1011    1087       5      81       1      83      83    +     2.7e-20   76.7   2.4  -
NODE_559954_length_103_cov_5.461538  -          bacteria             -             1314    1411       1      99       1     103     103    +       3e-20   76.5   4.0  -
NODE_561573_length_83_cov_22.000000  -          bacteria             -             1011    1086      79       4      83       1      83    -     3.2e-20   76.5   2.8  -
NODE_561791_length_81_cov_4.000000   -          bacteria             -             1012    1088       4      80       1      81      81    +     3.3e-20   76.4   2.2  -
NODE_561828_length_80_cov_4.666667   -          bacteria             -             1012    1088       3      79       1      80      80    +     3.7e-20   76.2   2.6  -
NODE_561951_length_78_cov_3.000000   -          bacteria             -             1013    1088       2      77       1      78      78    +     5.6e-20   75.6   2.3  -
NODE_561838_length_80_cov_3.666667   -          bacteria             -             1011    1086       4      79       1      80      80    +     5.9e-20   75.6   2.4  -
NODE_560222_length_98_cov_9.333333   -          bacteria             -             1156    1252       1      97       1      98      98    +     6.7e-20   75.4   1.8  -
NODE_561862_length_79_cov_11.500000  -          bacteria             -             1012    1086       3      77       1      79      79    +       7e-20   75.3   2.6  -
NODE_561934_length_78_cov_5.000000   -          bacteria             -             1011    1085      76       2      78       1      78    -     8.3e-20   75.1   2.0  -
NODE_561604_length_83_cov_9.000000   -          bacteria             -              479     560      82       1      83       1      83    -     1.1e-19   74.6   2.6  -
NODE_561813_length_80_cov_10.000000  -          bacteria             -             1011    1086       4      79       1      80      80    +     1.2e-19   74.6   2.5  -
NODE_561877_length_79_cov_6.000000   -          bacteria             -             1012    1088      78       2      79       1      79    -     1.3e-19   74.5   2.6  -
NODE_561212_length_86_cov_39.111111  -          bacteria             -              824     908       2      86       1      86      86    +     1.5e-19   74.3   5.1  -
NODE_397517_length_416_cov_3.185841  -          bacteria             -               32     140     120       2     142       1     416    -     1.8e-19   74.0   3.8  -
NODE_561163_length_87_cov_9.700000   -          bacteria             -              822     907      86       1      87       1      87    -     4.3e-19   72.7   5.8  -
NODE_560731_length_92_cov_5.600000   -          bacteria             -              711     797       3      90       1      92      92    +     4.3e-19   72.7   3.9  -
NODE_560641_length_94_cov_7.058824   -          bacteria             -             1248    1340      94       1      94       1      94    -     4.7e-19   72.6   0.6  -
NODE_561269_length_86_cov_3.000000   -          bacteria             -              459     543       2      86       1      86      86    +     4.7e-19   72.6   1.8  -
NODE_560765_length_92_cov_3.400000   -          bacteria             -              711     797       3      90       1      92      92    +     6.1e-19   72.2   3.4  -
NODE_561004_length_89_cov_7.416667   -          bacteria             -             1111    1198      88       1      89       1      89    -     7.3e-19   71.9   2.3  -
NODE_557948_length_165_cov_5.136364  -          bacteria             -              165     305       2     164       1     165     165    +     7.9e-19   71.9   5.9  -
NODE_561602_length_83_cov_9.833333   -          bacteria             -              304     386       1      83       1      83      83    +     8.3e-19   71.8   5.3  -
NODE_560717_length_92_cov_11.266667  -          bacteria             -              710     797       2      90       1      92      92    +     8.8e-19   71.7   4.1  -
NODE_559513_length_112_cov_16.000000 -          bacteria             -             1202    1313       1     112       1     112     112    +     9.1e-19   71.6   5.3  -
NODE_560418_length_96_cov_2.684211   -          bacteria             -              678     772       1      96       1      96      96    +       1e-18   71.5   7.8  -
NODE_561446_length_84_cov_10.000000  -          bacteria             -              894     970       1      77       1      83      84    +     1.9e-18   70.6   1.6  -
NODE_559945_length_103_cov_9.730769  -          bacteria             -             1086    1185       2     102       1     103     103    +     2.8e-18   70.0   2.1  -
NODE_561374_length_85_cov_2.750000   -          bacteria             -              330     414      85       1      85       1      85    -     5.2e-18   69.1   4.5  -
NODE_561761_length_81_cov_48.500000  -          bacteria             -             1025    1102      81       4      81       1      81    -     5.2e-18   69.1   2.3  -
NODE_561832_length_80_cov_4.000000   -          bacteria             -             1026    1102       1      77       1      80      80    +     5.5e-18   69.1   2.3  -
NODE_561888_length_79_cov_3.500000   -          bacteria             -              723     797       3      77       1      79      79    +       1e-17   68.2   3.4  -
NODE_561845_length_80_cov_3.000000   -          bacteria             -             1026    1102       1      77       1      80      80    +     1.2e-17   68.0   2.9  -
NODE_561936_length_78_cov_5.000000   -          bacteria             -             1306    1380      77       2      78       1      78    -     1.8e-17   67.3   1.9  -
NODE_561938_length_78_cov_4.000000   -          bacteria             -              723     796       2      75       1      78      78    +     2.6e-17   66.8   3.3  -
NODE_460531_length_394_cov_1.646688  -          bacteria             -               31     136     126       1     147       1     394    -       5e-17   65.9   3.4  -
NODE_561955_length_78_cov_3.000000   -          bacteria             -              304     380       1      77       1      78      78    +     5.5e-17   65.7   5.3  -
NODE_561930_length_78_cov_6.000000   -          bacteria             -              304     380       1      77       1      78      78    +     5.9e-17   65.6   5.8  -
NODE_560456_length_95_cov_7.055556   -          bacteria             -              504     598      95       1      95       1      95    -     6.3e-17   65.5   4.2  -
NODE_559195_length_120_cov_4.627907  -          bacteria             -              413     508       1     120       1     120     120    +     6.3e-17   65.5   2.0  -
NODE_561806_length_80_cov_20.000000  -          bacteria             -              489     565      79       3      80       1      80    -     7.2e-17   65.4   4.7  -
NODE_560400_length_96_cov_7.631579   -          bacteria             -              737     815      95      17      96       1      96    -     7.6e-17   65.3   3.5  -
NODE_124395_length_638_cov_0.846702  -          bacteria             -             1365    1514       1     152       1     162     638    +     8.1e-17   65.2   2.2  -
NODE_561931_length_78_cov_6.000000   -          bacteria             -              304     380       1      77       1      78      78    +     8.9e-17   65.0   6.0  -
NODE_560694_length_93_cov_3.375000   -          bacteria             -             1094    1185      93       2      93       1      93    -     1.6e-16   64.2   3.4  -
NODE_561929_length_78_cov_6.000000   -          bacteria             -              305     380       2      77       1      78      78    +     1.7e-16   64.1   6.5  -
NODE_561886_length_79_cov_4.000000   -          bacteria             -              283     359      78       2      79       1      79    -     1.8e-16   64.0   5.8  -
NODE_561939_length_78_cov_4.000000   -          bacteria             -             1144    1219      77       2      78       1      78    -     2.7e-16   63.5   3.1  -
NODE_560678_length_93_cov_49.937500  -          bacteria             -              626     716       2      92       1      93      93    +     3.3e-16   63.2   5.6  -
NODE_561859_length_79_cov_13.000000  -          bacteria             -              459     536       2      79       1      79      79    +     4.5e-16   62.7   3.4  -
NODE_561823_length_80_cov_5.666667   -          bacteria             -              734     810      79       3      80       1      80    -     5.3e-16   62.5   5.1  -
NODE_543467_length_371_cov_1.619048  -          bacteria             -             1369    1515       1     150       1     158     371    +     6.5e-16   62.2   7.9  -
NODE_258750_length_488_cov_1.936740  -          bacteria             -             1371    1514       1     144       1     155     488    +     7.2e-16   62.0   4.0  -
NODE_561166_length_87_cov_9.300000   -          bacteria             -             1229    1314      86       1      87       1      87    -     3.6e-15   59.7   1.3  -
NODE_559404_length_115_cov_5.421053  -          bacteria             -              568     679       4     115       1     115     115    +     3.8e-15   59.7   5.9  -
NODE_433100_length_403_cov_1.702454  -          bacteria             -             1202    1504       3     338       1     357     403    +     5.4e-15   59.2   0.9  -
NODE_558729_length_136_cov_5.542373  -          bacteria             -             1372    1503     136       3     136       1     136    -     2.3e-14   57.1   7.1  -
NODE_561905_length_78_cov_29.000000  -          bacteria             -              330     406      78       2      78       1      78    -     2.9e-14   56.7   7.1  -
NODE_559565_length_110_cov_6.606061  -          bacteria             -              907    1010     110       6     110       1     110    -     3.2e-14   56.6   1.8  -
NODE_561043_length_89_cov_3.083333   -          bacteria             -             1337    1418      88       7      89       1      89    -     7.7e-14   55.3   5.7  -
NODE_561214_length_86_cov_30.888889  -          bacteria             -              636     718      84       2      86       1      86    -     1.5e-13   54.4   6.4  -
NODE_561727_length_82_cov_4.000000   -          bacteria             -              646     722      79       3      82       1      82    -     2.1e-13   53.9   3.3  -
NODE_413467_length_410_cov_2.399399  -          bacteria             -              633     813     187     368     166     388     410    +     2.2e-13   53.8   5.5  -
NODE_561559_length_83_cov_38.833333  -          bacteria             -             1238    1319       2      83       1      83      83    +     4.9e-13   52.7   3.3  -
NODE_306075_length_459_cov_0.997382  -          bacteria             -               32     105     374     447     353     459     459    +     9.8e-13   51.7   2.1  -
NODE_561185_length_87_cov_3.800000   -          bacteria             -              623     705       5      87       2      87      87    +     1.1e-12   51.5   5.8  -
NODE_561804_length_80_cov_22.333333  -          bacteria             -              646     720       4      78       1      80      80    +     1.1e-12   51.5   5.0  -
NODE_561858_length_79_cov_17.000000  -          bacteria             -              647     721       2      76       1      79      79    +     1.5e-12   51.1   4.8  -
NODE_143275_length_607_cov_2.669811  -          bacteria             -               29     101      79       7      99       1     607    -       2e-12   50.7   1.6  -
NODE_67030_length_792_cov_3.116084   -          bacteria             -               31     101     716     786     695     792     792    +     2.2e-12   50.5   2.0  -
NODE_561147_length_87_cov_18.200000  -          bacteria             -             1228    1313       2      87       1      87      87    +     3.5e-12   49.8   5.2  -
NODE_557676_length_181_cov_3.326923  -          bacteria             -               27     102     100      25     121       5     181    -     6.3e-12   49.0   1.5  -
NODE_188168_length_550_cov_1.547569  -          bacteria             -               31     101     474     544     453     549     550    +     7.1e-12   48.8   1.8  -
NODE_561956_length_78_cov_3.000000   -          bacteria             -               36     101       6      71       1      78      78    +     1.5e-11   47.7   1.7  -
NODE_561942_length_78_cov_4.000000   -          bacteria             -               36     101       6      71       1      77      78    +     1.5e-11   47.7   1.6  -
NODE_561935_length_78_cov_5.000000   -          bacteria             -               36     101      73       8      78       1      78    -     1.7e-11   47.6   1.8  -
NODE_561889_length_79_cov_3.500000   -          bacteria             -               37     102       6      71       1      79      79    +     1.9e-11   47.4   2.2  -
NODE_561328_length_85_cov_10.250000  -          bacteria             -               38     103       5      70       1      84      85    +     1.9e-11   47.4   2.4  -
NODE_561950_length_78_cov_3.000000   -          bacteria             -              626     702      77       1      78       1      78    -     2.3e-11   47.1   5.0  -
NODE_559452_length_113_cov_6.222222  -          bacteria             -               36     102     102      36     112      12     113    -     2.8e-11   46.9   1.3  -
NODE_561949_length_78_cov_3.000000   -          bacteria             -              626     701       2      77       1      78      78    +     4.1e-11   46.3   4.7  -
NODE_133168_length_623_cov_1.192308  -          bacteria             -               33     101      70       2      91       1     623    -     4.5e-11   46.2   1.0  -
NODE_1673_length_3345_cov_4.424113   -          bacteria             -              238     577    1211    1550    1190    1569    3345    +     5.9e-11   45.8   5.4  -
NODE_6449_length_1933_cov_3.794720   -          bacteria             -               31     101    1863    1933    1841    1933    1933    +     6.6e-11   45.6   1.2  -
NODE_90662_length_712_cov_1.647244   -          bacteria             -             1348    1511       2     155       1     169     712    +     1.5e-10   44.4   3.0  -
NODE_132124_length_625_cov_0.870438  -          bacteria             -               35      95     565     625     545     625     625    +       6e-10   42.4   0.9  -
NODE_66640_length_794_cov_1.369596   -          bacteria             -              452     516      66       2      86       1     794    -     2.3e-09   40.5   3.4  -
NODE_559093_length_123_cov_2.391304  -          bacteria             -              118     197       1      80       1     104     123    +     4.4e-09   39.6   1.9  -
NODE_558374_length_150_cov_4.369863  -          bacteria             -               63     156       3     148       1     150     150    +     1.1e-08   38.3   4.9  -
NODE_17661_length_1308_cov_1.510967  -          bacteria             -               30      91    1247    1308    1226    1308    1308    +     4.8e-08   36.1   1.5  -
NODE_191933_length_546_cov_1.317697  -          bacteria             -               29      90      62       1      83       1     546    -     4.2e-07   33.0   1.0  -
NODE_560722_length_92_cov_9.066667   -          bacteria             -              214     300      87       1      92       1      92    -       1e-06   31.7   1.3  -
NODE_223533_length_516_cov_0.831435  -          bacteria             -               29      91      63       1      84       1     516    -     2.1e-06   30.7   0.5  -
NODE_43303_length_927_cov_6.656471   -          bacteria             -             1425    1514       4      93       1     103     927    +       6e-06   29.2   6.8  -
NODE_557225_length_203_cov_2.611111  -          bacteria             -               63     156     201       3     203       1     203    -     9.5e-06   28.5   4.3  -
#
# Program:         nhmmer
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /opt/nesi/CS400_centos7_bdw/CheckM/1.2.3-foss-2023a-Python-3.11.6/data/hmms_ssu/SSU_bacteria.hmm
# Target file:     -
# Option settings: nhmmer -o /nesi/nobackup/uoo04534/Norway/7_quality_second_check/6109_072_S129/ssu_finder/ssu.bacteria.txt --tblout /nesi/nobackup/uoo04534/Norway/7_quality_second_check/6109_072_S129/ssu_finder/ssu.bacteria.table.txt --noali -E 1e-05 --cpu 16 /opt/nesi/CS400_centos7_bdw/CheckM/1.2.3-foss-2023a-Python-3.11.6/data/hmms_ssu/SSU_bacteria.hmm - 
# Current dir:     /home/bogki545
# Date:            Fri Sep 26 12:56:46 2025
# [ok]
