# target name                        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  sq len strand   E-value  score  bias  description of target
#                ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
NODE_557474_length_191_cov_4.201754  -          archaea              -              828    1004     185       3     191       1     191    -     3.7e-19   72.8   2.9  -
NODE_558010_length_162_cov_11.411765 -          archaea              -              947    1087       1     159       1     162     162    +     3.9e-19   72.8   2.9  -
NODE_557522_length_188_cov_5.738739  -          archaea              -              831    1006     184       3     187       1     188    -     4.1e-19   72.7   3.3  -
NODE_556863_length_225_cov_17.986486 -          archaea              -             1196    1378       1     215       1     218     225    +     5.7e-19   72.2   5.4  -
NODE_556780_length_232_cov_37.541935 -          archaea              -              185     379       2     205       1     227     232    +     6.5e-19   72.0  10.6  -
NODE_557451_length_192_cov_10.947826 -          archaea              -              833    1018     192       1     192       1     192    -     8.1e-19   71.7   3.9  -
NODE_559001_length_126_cov_4.122449  -          archaea              -             1154    1271     123       1     126       1     126    -     8.4e-19   71.7   1.5  -
NODE_557144_length_207_cov_3.315385  -          archaea              -             1196    1365       1     203       1     207     207    +     8.4e-19   71.7   4.8  -
NODE_556357_length_272_cov_13.194872 -          archaea              -              270     479     253       2     272       1     272    -     1.3e-18   71.1  13.3  -
NODE_557458_length_192_cov_1.452174  -          archaea              -              821    1004       2     190       1     192     192    +     1.8e-18   70.6   4.4  -
NODE_558173_length_155_cov_9.064103  -          archaea              -              949    1083       2     154       1     155     155    +     3.4e-18   69.6   2.9  -
NODE_559324_length_117_cov_5.750000  -          archaea              -             1157    1271     116       1     117       1     117    -     4.1e-18   69.4   1.7  -
NODE_559833_length_104_cov_13.518519 -          archaea              -              776     880     104       1     104       1     104    -     5.2e-18   69.0   4.6  -
NODE_387855_length_420_cov_1.419825  -          archaea              -               10     211     207     419     199     420     420    +     7.6e-18   68.5   1.6  -
NODE_560002_length_102_cov_4.080000  -          archaea              -              776     878     102       1     102       1     102    -     2.4e-17   66.8   5.7  -
NODE_557186_length_205_cov_7.132812  -          archaea              -             1196    1364     205       5     205       1     205    -     5.3e-17   65.7   6.1  -
NODE_558391_length_149_cov_10.763889 -          archaea              -             1030    1172       1     148       1     149     149    +     8.2e-17   65.1   2.9  -
NODE_35479_length_999_cov_6.066161   -          archaea              -             1213    1378       1     198       1     201     999    +     1.8e-16   64.0   3.0  -
NODE_556752_length_234_cov_9.063694  -          archaea              -              297     482      11     233       1     234     234    +     9.4e-16   61.6   6.6  -
NODE_557808_length_173_cov_7.968750  -          archaea              -              829     986     166       3     173       1     173    -     1.2e-15   61.2   4.5  -
NODE_557965_length_164_cov_4.114943  -          archaea              -              404     559       7     163       1     164     164    +     1.4e-15   61.0   8.0  -
NODE_523701_length_376_cov_1.688963  -          archaea              -             1213    1378       1     197       1     200     376    +     1.4e-15   61.0   3.8  -
NODE_560397_length_96_cov_8.736842   -          archaea              -              785     880       2      96       1      96      96    +     4.7e-15   59.3   4.6  -
NODE_560240_length_98_cov_3.619048   -          archaea              -             1175    1271       1      98       1      98      98    +     6.6e-15   58.8   1.0  -
NODE_559943_length_103_cov_18.961538 -          archaea              -             1171    1271       2     103       1     103     103    +     8.3e-15   58.4   1.5  -
NODE_556494_length_257_cov_2.172222  -          archaea              -              253     469       4     257       1     257     257    +     1.5e-14   57.6   7.4  -
NODE_90662_length_712_cov_1.647244   -          archaea              -             1247    1377       2     151       1     156     712    +     2.4e-14   56.9   3.5  -
NODE_558085_length_158_cov_10.790123 -          archaea              -              185     340       2     157       1     158     158    +     3.5e-14   56.4   6.0  -
NODE_413467_length_410_cov_2.399399  -          archaea              -              550     733     185     368     164     388     410    +     4.3e-14   56.1   5.7  -
NODE_558112_length_157_cov_3.975000  -          archaea              -              410     561     154       2     156       1     157    -     4.8e-14   55.9   6.3  -
NODE_561254_length_86_cov_4.777778   -          archaea              -              785     869       2      85       1      86      86    +     5.8e-14   55.7   4.1  -
NODE_559514_length_112_cov_14.171429 -          archaea              -              644     753     111       3     112       1     112    -     5.9e-14   55.6   4.4  -
NODE_558254_length_154_cov_5.168831  -          archaea              -              410     561       1     153       1     154     154    +     7.3e-14   55.3   6.6  -
NODE_559104_length_122_cov_24.733333 -          archaea              -              787     887     122      23     122       3     122    -       1e-13   54.8   3.8  -
NODE_558679_length_137_cov_17.666667 -          archaea              -              951    1066     136       3     137       1     137    -     1.2e-13   54.5   3.6  -
NODE_560679_length_93_cov_35.500000  -          archaea              -              764     852       6      93       2      93      93    +     1.4e-13   54.3   3.2  -
NODE_559999_length_102_cov_5.240000  -          archaea              -              749     849     101       2     102       1     102    -     5.3e-13   52.5   7.5  -
NODE_557141_length_207_cov_22.830769 -          archaea              -             1216    1378       1     194       1     197     207    +     5.6e-13   52.4   5.5  -
NODE_559329_length_117_cov_3.475000  -          archaea              -             1131    1239     116       3     117       1     117    -     8.3e-13   51.8   2.8  -
NODE_557311_length_200_cov_1.390244  -          archaea              -              113     291       2     193       1     200     200    +     1.3e-12   51.1   6.2  -
NODE_560717_length_92_cov_11.266667  -          archaea              -              630     715       3      88       1      92      92    +     2.6e-12   50.2   3.8  -
NODE_561163_length_87_cov_9.700000   -          archaea              -              748     826      85       7      87       1      87    -     2.7e-12   50.1   5.0  -
NODE_556542_length_252_cov_10.765714 -          archaea              -              275     461     238       1     249       1     252    -     3.4e-12   49.8   8.3  -
NODE_560765_length_92_cov_3.400000   -          archaea              -              632     715       5      88       1      92      92    +     3.6e-12   49.7   3.5  -
NODE_561212_length_86_cov_39.111111  -          archaea              -              749     826       2      79       1      86      86    +     3.6e-12   49.7   4.4  -
NODE_559218_length_119_cov_20.666667 -          archaea              -              566     682       3     119       1     119     119    +       4e-12   49.6   7.0  -
NODE_426285_length_406_cov_0.781155  -          archaea              -              387     550     241     405     216     406     406    +     4.3e-12   49.5  10.4  -
NODE_45191_length_913_cov_4.093301   -          archaea              -             1235    1378     912     738     913     735     913    -     5.5e-12   49.1   4.1  -
NODE_560731_length_92_cov_5.600000   -          archaea              -              632     715       5      88       1      92      92    +       6e-12   49.0   4.0  -
NODE_558258_length_154_cov_4.480519  -          archaea              -              183     312     130       1     150       1     154    -     6.6e-12   48.8   9.1  -
NODE_560451_length_95_cov_8.666667   -          archaea              -              936    1021      91       6      94       2      95    -     8.8e-12   48.4   3.2  -
NODE_560400_length_96_cov_7.631579   -          archaea              -              658     737      94      15      96       1      96    -     1.1e-11   48.1   3.3  -
NODE_560722_length_92_cov_9.066667   -          archaea              -              176     257      82       1      92       1      92    -     1.2e-11   48.0   1.4  -
NODE_559166_length_121_cov_41.227273 -          archaea              -              564     679       5     120       1     121     121    +     1.5e-11   47.6   9.3  -
NODE_560450_length_95_cov_9.222222   -          archaea              -              936    1022       5      91       2      95      95    +     1.6e-11   47.5   3.0  -
NODE_558574_length_142_cov_1.815385  -          archaea              -              398     521     137      14     142       4     142    -     3.6e-11   46.4   4.1  -
NODE_561938_length_78_cov_4.000000   -          archaea              -              644     715       3      74       1      78      78    +     5.9e-11   45.7   3.4  -
NODE_561823_length_80_cov_5.666667   -          archaea              -              657     729      76       4      80       1      80    -     5.9e-11   45.7   4.6  -
NODE_557606_length_185_cov_1.333333  -          archaea              -             1238    1379       3     175       1     177     185    +     6.1e-11   45.7   4.2  -
NODE_558939_length_128_cov_2.549020  -          archaea              -              410     521       4     115       2     125     128    +     6.2e-11   45.6   5.1  -
NODE_559513_length_112_cov_16.000000 -          archaea              -             1107    1209       2     109       1     112     112    +     6.7e-11   45.5   5.0  -
NODE_558741_length_135_cov_7.086207  -          archaea              -              989    1103     133       2     135       1     135    -     8.3e-11   45.2   3.9  -
NODE_344244_length_439_cov_2.138122  -          archaea              -                9     148     213      45     221      22     439    -     9.2e-11   45.0   1.9  -
NODE_560418_length_96_cov_2.684211   -          archaea              -              600     691       4      95       1      96      96    +     9.8e-11   45.0   7.9  -
NODE_556544_length_252_cov_3.680000  -          archaea              -             1238    1378     252      83     252      80     252    -     1.5e-10   44.3   5.0  -
NODE_557107_length_210_cov_0.864662  -          archaea              -              325     493       5     210       1     210     210    +     1.6e-10   44.2   2.8  -
NODE_557096_length_210_cov_4.323308  -          archaea              -              298     463     208       1     210       1     210    -     1.7e-10   44.2   5.8  -
NODE_557705_length_179_cov_3.156863  -          archaea              -             1241    1378     179      13     179      10     179    -     1.8e-10   44.1   3.4  -
NODE_561888_length_79_cov_3.500000   -          archaea              -              644     715       4      75       1      79      79    +     2.6e-10   43.6   3.3  -
NODE_561162_length_87_cov_9.700000   -          archaea              -              793     880      87       1      87       1      87    -     2.6e-10   43.5   3.2  -
NODE_557948_length_165_cov_5.136364  -          archaea              -              113     260       2     162       1     165     165    +     1.1e-09   41.5   6.1  -
NODE_561573_length_83_cov_22.000000  -          archaea              -              932    1009      79       2      83       1      83    -     1.2e-09   41.3   2.9  -
NODE_561791_length_81_cov_4.000000   -          archaea              -              935    1008       6      79       2      81      81    +     1.2e-09   41.3   2.1  -
NODE_561581_length_83_cov_17.166667  -          archaea              -              934    1007      76       3      82       1      83    -     1.2e-09   41.3   2.3  -
NODE_190197_length_548_cov_1.076433  -          archaea              -              459     884     533      68     546      48     548    -     1.3e-09   41.2  14.7  -
NODE_556701_length_238_cov_18.086957 -          archaea              -              297     463     229       1     238       1     238    -     1.6e-09   40.9   7.9  -
NODE_560641_length_94_cov_7.058824   -          archaea              -             1154    1235      91       6      94       1      94    -       2e-09   40.6   0.4  -
NODE_561813_length_80_cov_10.000000  -          archaea              -              935    1007       7      79       3      80      80    +       2e-09   40.6   2.6  -
NODE_558664_length_138_cov_3.229508  -          archaea              -              425     559       2     137       1     138     138    +     2.2e-09   40.5   7.5  -
NODE_558742_length_135_cov_4.517241  -          archaea              -              488     620       2     135       1     135     135    +     2.3e-09   40.4   5.0  -
NODE_561838_length_80_cov_3.666667   -          archaea              -              934    1006       6      78       3      80      80    +     2.5e-09   40.3   2.5  -
NODE_561934_length_78_cov_5.000000   -          archaea              -              936    1005      72       3      76       1      78    -     3.4e-09   39.9   2.5  -
NODE_561166_length_87_cov_9.300000   -          archaea              -             1132    1212      86       2      87       1      87    -     3.9e-09   39.7   1.3  -
NODE_561626_length_83_cov_5.666667   -          archaea              -              935    1009       8      82       2      83      83    +     5.1e-09   39.3   2.5  -
NODE_561828_length_80_cov_4.666667   -          archaea              -              936    1009       6      79       2      80      80    +     5.4e-09   39.2   2.6  -
NODE_561877_length_79_cov_6.000000   -          archaea              -              936    1009      75       2      78       1      79    -     5.9e-09   39.1   2.6  -
NODE_558507_length_144_cov_9.805970  -          archaea              -              526     664       5     143       1     144     144    +     5.9e-09   39.1  13.7  -
NODE_561951_length_78_cov_3.000000   -          archaea              -              936    1009       4      77       2      78      78    +     6.1e-09   39.0   2.4  -
NODE_561862_length_79_cov_11.500000  -          archaea              -              936    1008       6      78       2      79      79    +     6.4e-09   38.9   2.7  -
NODE_560070_length_101_cov_3.041667  -          archaea              -             1213    1295     100      17     101       3     101    -     8.4e-09   38.6   3.4  -
NODE_559404_length_115_cov_5.421053  -          archaea              -              487     593       3     110       1     115     115    +       1e-08   38.3   5.7  -
NODE_561936_length_78_cov_5.000000   -          archaea              -             1205    1278      77       3      78       1      78    -       1e-08   38.3   1.7  -
NODE_560222_length_98_cov_9.333333   -          archaea              -             1064    1154       5      96       1      97      98    +     1.4e-08   37.9   1.7  -
NODE_558677_length_137_cov_24.300000 -          archaea              -              805     891     137      51     137      30     137    -     1.8e-08   37.4   2.6  -
NODE_559954_length_103_cov_5.461538  -          archaea              -             1213    1291       1      80       1     100     103    +     2.4e-08   37.0   2.4  -
NODE_557864_length_170_cov_2.731183  -          archaea              -             1242    1376     170       4     170       1     170    -     3.5e-08   36.5   4.1  -
NODE_556815_length_229_cov_2.592105  -          archaea              -              297     432      10     207       1     227     229    +     4.2e-08   36.3   6.7  -
NODE_559217_length_119_cov_22.976190 -          archaea              -             1009    1104       4     117       1     119     119    +     4.4e-08   36.2   1.0  -
NODE_331473_length_446_cov_0.634146  -          archaea              -              679    1126     446       4     446       1     446    -     7.4e-08   35.4  17.3  -
NODE_556831_length_227_cov_5.433333  -          archaea              -              297     432      11     208       1     226     227    +     8.3e-08   35.3   7.9  -
NODE_561832_length_80_cov_4.000000   -          archaea              -              947    1021       1      75       1      79      80    +     1.4e-07   34.5   2.3  -
NODE_561004_length_89_cov_7.416667   -          archaea              -             1024    1101      79       2      85       1      89    -     1.9e-07   34.1   1.5  -
NODE_218658_length_520_cov_1.063205  -          archaea              -               10     149     299     470     290     491     520    +     3.9e-07   33.0   3.5  -
NODE_559093_length_123_cov_2.391304  -          archaea              -               66     151       1      86       1     107     123    +     4.1e-07   33.0   2.2  -
NODE_561845_length_80_cov_3.000000   -          archaea              -              950    1021       4      75       1      80      80    +     4.5e-07   32.8   2.5  -
NODE_559088_length_123_cov_6.086957  -          archaea              -              384     498       7     121       2     123     123    +     4.5e-07   32.8   4.7  -
NODE_561761_length_81_cov_48.500000  -          archaea              -              947    1021      80       6      81       2      81    -     5.2e-07   32.6   2.2  -
NODE_561559_length_83_cov_38.833333  -          archaea              -             1141    1218       2      83       1      83      83    +       8e-07   32.0   3.4  -
NODE_560181_length_99_cov_4.090909   -          archaea              -              386     479       5      98       1      99      99    +     1.5e-06   31.1   2.5  -
NODE_560678_length_93_cov_49.937500  -          archaea              -              545     634       2      91       1      93      93    +     1.5e-06   31.1   5.6  -
NODE_558111_length_157_cov_4.125000  -          archaea              -               10     126       4     151       2     157     157    +     1.8e-06   30.9   4.7  -
NODE_558122_length_157_cov_2.575000  -          archaea              -               10     126       4     151       2     157     157    +     1.9e-06   30.8   4.8  -
NODE_558184_length_155_cov_7.192308  -          archaea              -              241     367     153      16     155       4     155    -     3.6e-06   29.9   8.0  -
NODE_561147_length_87_cov_18.200000  -          archaea              -             1131    1209       2      84       1      87      87    +     4.2e-06   29.6   4.9  -
NODE_559531_length_112_cov_1.571429  -          archaea              -              182     284     103       1     110       1     112    -     4.2e-06   29.6   6.1  -
NODE_559111_length_122_cov_4.488889  -          archaea              -              251     363       6     118       2     120     122    +     9.7e-06   28.4   7.0  -
#
# Program:         nhmmer
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /opt/nesi/CS400_centos7_bdw/CheckM/1.2.3-foss-2023a-Python-3.11.6/data/hmms_ssu/SSU_archaea.hmm
# Target file:     -
# Option settings: nhmmer -o /nesi/nobackup/uoo04534/Norway/7_quality_second_check/6109_072_S129/ssu_finder/ssu.archaea.txt --tblout /nesi/nobackup/uoo04534/Norway/7_quality_second_check/6109_072_S129/ssu_finder/ssu.archaea.table.txt --noali -E 1e-05 --cpu 16 /opt/nesi/CS400_centos7_bdw/CheckM/1.2.3-foss-2023a-Python-3.11.6/data/hmms_ssu/SSU_archaea.hmm - 
# Current dir:     /home/bogki545
# Date:            Fri Sep 26 12:56:54 2025
# [ok]
